hour,temperature,weather_code,is_weekend,road_quality,traffic_volume,accident_risk
18,36.2,2,0,3,2540,0
1,7.4,1,0,1,319,0
9,18.2,1,0,1,2297,0
1,22.1,3,0,2,100,0
10,20.6,4,0,1,817,0
17,26.7,1,0,1,2412,1
23,18.1,1,0,1,391,0
14,41.2,3,0,1,962,1
8,20.4,3,0,1,1592,1
22,-8.8,2,0,3,953,0
18,20.8,3,0,2,2208,1
8,32.6,2,0,2,2787,0
2,10.8,1,0,1,100,1
20,10.1,2,0,1,1230,0
8,11.6,2,0,1,2298,0
13,9.2,4,0,1,941,0
18,15.2,1,0,1,2390,0
6,29.1,1,0,1,1149,0
15,35.3,2,0,1,927,1
15,-4.2,1,0,1,712,1
0,16.2,1,0,3,183,0
3,23.0,3,0,1,348,0
3,22.0,1,0,1,215,0
6,39.0,2,0,1,785,1
7,-0.1,3,0,1,1745,0
16,-5.9,1,0,1,2338,0
4,40.6,4,0,1,100,0
6,27.5,2,0,1,1114,0
19,14.3,1,0,1,920,0
19,21.7,1,0,2,940,0
3,22.4,4,0,1,204,0
5,14.0,1,0,1,408,0
6,21.4,1,0,1,1127,0
17,23.5,1,0,1,2394,0
4,40.2,1,0,2,247,0
19,29.6,1,0,1,1128,0
2,37.4,4,0,1,100,0
6,6.6,3,0,1,690,0
21,16.5,1,0,2,1128,0
13,22.4,1,0,1,885,0
6,0.8,2,0,2,1049,0
4,31.8,1,0,1,100,1
21,26.4,3,0,2,916,0
4,16.3,3,0,3,199,1
22,18.2,3,0,1,881,1
1,32.5,1,0,1,523,0
20,12.0,1,0,1,933,0
21,32.9,1,0,1,693,0
5,17.5,1,0,1,227,0
14,27.6,1,0,1,1242,0
20,20.9,3,0,1,833,0
9,42.3,3,0,1,1787,0
22,11.1,4,0,1,761,1
23,14.3,3,0,1,337,0
6,4.9,1,0,1,974,0
4,9.0,2,0,2,269,0
0,27.1,1,0,2,157,0
12,36.0,1,0,3,873,0
20,28.3,1,0,1,1044,0
17,19.9,2,0,1,2598,0
12,11.1,2,0,1,965,0
20,29.0,1,0,1,901,0
20,10.5,1,0,1,1151,0
17,6.5,1,0,1,2415,0
4,16.9,1,0,2,357,0
12,-0.3,1,0,1,1106,0
3,6.2,2,0,1,100,0
16,38.9,3,0,2,2027,0
2,4.3,1,0,1,100,0
16,8.1,2,0,1,2479,0
10,20.7,1,0,1,1115,1
20,21.2,4,0,2,867,0
19,17.7,1,0,1,1160,0
22,-0.0,3,0,1,870,0
20,28.5,3,0,1,691,0
3,15.6,3,0,1,100,0
1,32.2,1,0,1,322,0
19,13.6,2,0,1,1095,0
15,29.8,1,0,1,648,0
17,33.0,1,0,1,2580,0
7,15.3,1,0,1,2517,0
2,28.8,3,0,1,167,0
8,6.7,3,0,1,2087,0
19,22.6,1,0,1,944,0
5,32.2,1,0,1,232,1
9,25.2,4,0,1,1745,1
20,44.1,1,0,1,1080,0
9,25.7,1,0,2,2238,0
12,16.3,1,0,2,863,0
16,48.4,2,0,1,2591,1
8,36.3,1,0,2,2466,1
16,4.0,2,0,1,2841,0
23,12.2,1,0,2,418,0
8,9.6,1,0,1,2650,0
8,26.5,1,0,1,2670,0
0,25.7,1,0,1,251,1
1,25.6,1,0,1,193,0
15,3.7,1,0,1,757,0
0,13.6,3,0,1,100,0
9,18.5,1,0,1,2729,0
17,1.8,2,0,2,2375,0
7,11.3,4,0,1,2178,0
20,33.6,3,0,1,505,0
10,4.5,4,0,2,763,0
22,34.6,1,0,1,1253,1
1,30.9,1,0,2,353,1
7,17.1,3,0,1,2058,0
21,13.5,3,0,1,682,0
7,28.3,3,0,1,1819,0
16,12.1,2,0,1,2491,0
14,12.6,2,0,1,774,0
16,19.8,1,0,1,2478,0
22,-1.3,2,0,1,1196,1
23,5.5,1,0,1,100,0
12,16.8,1,0,1,1128,0
18,24.8,1,0,1,2699,0
4,12.0,1,0,2,247,1
11,18.0,1,0,1,1006,0
0,3.9,3,0,2,144,1
22,29.3,3,0,1,737,0
4,22.2,2,0,2,463,0
7,23.1,1,0,1,2644,0
12,24.9,4,0,1,878,0
7,20.8,1,0,1,2621,0
22,15.2,2,0,1,1040,0
10,31.3,1,0,1,754,0
0,21.6,1,0,1,512,0
12,18.3,1,0,1,821,0
18,19.9,2,0,1,2479,0
23,19.7,1,0,1,470,0
2,18.2,1,0,1,100,1
23,24.5,1,0,1,424,0
16,10.6,1,0,3,2261,0
4,11.4,2,0,1,418,0
19,25.6,1,0,1,1240,0
20,18.5,1,0,1,852,0
7,29.7,1,0,1,2326,0
13,24.1,1,0,1,1015,0
3,14.5,1,0,1,120,0
10,25.8,2,0,2,564,0
19,32.0,1,0,1,994,0
14,24.5,1,0,1,1067,0
18,26.7,1,0,1,2434,0
6,18.3,1,0,1,1022,0
18,29.9,1,0,1,2709,1
18,14.2,1,0,1,2428,0
10,23.4,1,0,1,954,0
4,45.7,1,0,1,296,1
4,25.4,3,0,1,177,1
21,15.8,2,0,3,937,0
7,15.8,2,0,1,2841,1
9,19.3,1,0,1,2525,0
5,28.5,2,0,1,240,1
14,21.5,3,0,1,1076,0
15,13.5,2,0,2,1217,0
16,13.5,1,0,2,2624,0
7,21.5,1,0,1,2378,1
7,20.4,1,0,1,3046,0
8,24.5,1,0,1,2186,0
1,29.2,1,0,2,100,0
14,47.3,3,0,1,876,0
17,5.4,2,0,2,2428,0
2,26.9,1,0,1,100,0
16,21.0,1,0,1,2471,0
3,1.6,1,0,2,315,0
3,32.5,1,0,3,266,0
13,24.2,1,0,1,1060,0
8,28.0,1,0,2,2406,1
8,3.0,1,0,2,2472,0
22,17.8,4,0,2,1061,0
17,9.2,1,0,3,2691,0
9,41.6,1,0,1,2458,0
20,31.4,1,0,1,1109,0
3,13.2,1,0,2,474,0
11,4.6,1,0,1,812,0
7,21.9,2,0,1,2566,0
1,30.9,1,0,1,331,0
21,2.6,1,0,2,1131,0
12,10.7,3,0,1,611,1
20,8.9,1,0,1,993,0
15,28.7,1,0,1,849,0
1,16.3,1,0,1,366,1
10,16.7,2,0,1,834,0
9,21.7,1,0,1,2390,0
14,11.2,1,0,1,1024,0
16,5.6,2,0,2,2311,0
7,33.7,1,0,1,2176,0
17,34.6,1,0,3,2707,0
22,21.8,1,0,1,871,0
8,22.5,2,0,3,2220,0
7,32.6,3,0,1,1778,0
13,21.6,4,0,1,780,0
17,15.8,3,0,1,2315,0
21,20.4,2,0,1,972,0
19,33.9,2,0,1,1116,1
19,20.5,2,0,1,923,0
20,13.3,1,0,2,1037,0
11,21.5,1,0,1,958,0
18,26.6,1,0,3,2614,1
13,25.4,1,0,1,773,1
16,25.5,2,0,3,2515,1
23,11.7,1,0,1,330,0
20,27.7,1,0,1,1079,0
2,20.3,1,0,1,100,0
22,12.9,3,0,2,704,0
6,27.6,2,0,1,1120,0
16,15.5,1,0,1,2545,0
11,4.3,1,0,1,1346,0
8,10.0,1,0,1,2394,1
14,18.2,1,0,1,602,0
17,25.8,1,0,1,2406,0
20,11.4,2,0,2,467,0
12,17.6,1,0,1,1140,0
20,7.8,1,0,2,999,0
7,29.8,1,0,1,2579,0
13,37.2,1,0,1,1111,0
7,36.1,1,0,3,2707,0
13,29.6,1,0,1,481,0
6,28.6,1,0,1,591,0
22,-0.7,3,0,2,648,1
11,21.8,1,0,1,939,0
10,15.0,1,0,1,1039,0
21,28.8,1,0,1,1024,0
21,-5.4,2,0,1,1035,0
10,21.9,1,0,1,687,0
21,17.9,2,0,1,841,1
12,31.2,3,0,1,735,0
17,35.5,1,0,2,2469,0
1,10.7,2,0,1,199,0
20,11.2,3,0,1,850,0
14,22.3,1,0,1,771,0
19,37.3,2,0,2,903,0
17,20.6,1,0,2,2600,0
14,7.2,1,0,2,1040,0
18,13.9,2,0,2,2425,0
22,22.0,2,0,1,929,1
23,22.4,3,0,1,144,0
11,13.0,1,0,1,932,0
12,13.7,1,0,1,899,0
21,10.2,1,0,1,927,1
10,31.4,1,0,1,1059,0
4,11.7,1,0,1,354,1
0,15.4,1,0,3,100,0
23,15.1,1,0,1,658,0
2,3.9,1,0,1,191,0
21,11.4,1,0,1,1093,1
18,32.3,4,0,1,1785,0
22,7.9,2,0,1,1292,0
6,10.4,1,0,1,1107,0
11,6.7,3,0,1,876,0
14,19.1,2,0,1,964,1
4,38.9,3,0,1,100,0
14,18.7,1,0,1,1332,0
7,20.7,1,0,1,2670,0
9,12.0,3,0,1,1935,0
15,19.4,1,0,1,1095,0
7,32.3,3,0,2,1737,0
0,21.4,3,0,1,100,0
11,41.3,4,0,2,803,0
4,32.6,1,0,3,140,0
2,19.1,1,0,3,203,1
0,18.9,1,0,2,289,0
3,36.3,4,0,2,100,0
7,21.4,1,0,1,2483,1
2,34.1,1,0,1,100,0
9,40.0,1,0,1,2702,0
1,18.0,1,0,1,279,0
10,23.5,1,0,1,1105,0
9,29.8,1,0,1,2145,0
20,27.7,3,0,3,917,0
13,27.6,1,0,1,1299,0
6,6.7,3,0,1,823,0
1,11.5,2,0,1,404,0
8,15.0,2,0,1,2452,0
15,32.1,2,0,1,1075,0
12,7.6,1,0,1,1320,0
8,35.2,1,0,1,2949,1
19,27.8,2,0,1,1063,0
3,31.5,1,0,1,100,0
21,10.7,1,0,1,1124,0
9,20.7,1,0,1,2252,0
21,23.0,2,0,1,875,0
11,22.5,1,0,1,897,0
16,23.0,1,0,1,2908,0
13,17.2,1,0,1,1285,1
13,21.4,4,0,1,1044,1
1,30.3,1,0,1,464,1
20,8.3,2,0,2,818,1
19,35.5,1,0,1,1047,0
10,29.8,2,0,2,1367,1
15,10.3,1,0,1,1089,0
18,23.8,2,0,1,2706,0
22,29.0,1,0,2,678,0
5,7.6,1,0,2,444,0
23,20.4,2,0,3,100,1
18,19.2,2,0,1,2455,0
4,13.5,2,0,1,584,0
3,20.9,3,0,2,309,0
14,14.0,1,0,1,1163,0
3,33.7,3,0,2,203,0
19,13.7,1,0,1,614,1
9,27.9,2,0,3,2312,1
23,3.4,1,0,2,436,0
21,18.4,1,0,1,1066,0
2,20.1,1,0,1,632,0
4,18.1,1,0,1,325,0
5,16.0,1,0,1,121,0
20,13.3,1,0,1,994,0
21,27.5,1,0,1,1199,0
7,30.0,1,0,2,2148,0
6,19.2,1,0,3,1069,0
20,9.0,1,0,1,747,0
9,37.9,1,0,1,2532,0
5,11.2,1,0,2,445,1
13,5.4,3,0,2,910,0
3,-0.1,3,0,2,508,0
12,21.0,1,0,1,1050,0
19,17.8,2,0,2,1102,1
16,30.3,2,0,1,2609,0
22,26.1,1,0,3,806,0
6,22.9,2,0,3,974,0
3,17.3,1,0,2,100,0
13,31.1,1,0,1,1075,0
2,38.7,1,0,2,100,1
23,30.1,1,0,1,469,0
4,15.4,2,0,1,630,0
15,27.8,1,0,2,1099,0
22,16.0,1,0,1,1130,0
19,8.9,1,0,1,1240,0
3,11.0,2,0,2,213,0
23,16.4,3,0,2,100,0
23,21.0,2,0,2,282,0
1,40.6,1,0,1,147,1
17,11.2,1,0,2,2515,0
18,33.2,1,0,1,2550,0
18,16.8,1,0,2,2404,0
16,-0.2,1,0,1,2357,0
13,14.9,1,0,2,569,0
18,31.8,1,0,1,2466,0
21,23.4,3,0,3,712,1
23,24.0,2,0,1,226,0
12,33.3,1,0,1,1146,0
11,9.6,1,0,1,1393,0
5,9.5,1,0,2,228,0
20,-2.6,2,0,1,1077,1
3,28.8,2,0,1,350,0
18,25.6,4,0,1,2226,0
15,27.2,1,0,2,817,0
12,8.2,3,0,1,611,0
3,4.0,1,0,1,135,0
22,6.8,3,0,1,346,0
16,10.8,2,0,2,2490,1
22,35.5,2,0,1,789,0
0,30.0,1,0,3,350,0
17,15.4,2,0,3,2021,0
19,23.0,1,0,1,988,0
16,13.2,1,0,1,2448,0
14,23.6,1,0,2,891,0
10,8.6,1,0,3,1199,0
21,27.5,1,0,2,839,0
12,11.5,1,0,1,1060,0
0,28.1,1,0,1,173,0
16,15.7,1,0,1,2831,0
5,12.1,1,0,1,272,1
3,36.1,1,0,1,435,0
19,21.8,1,0,1,1121,0
15,16.8,1,0,1,1229,0
14,27.6,1,0,1,1029,0
14,6.6,3,0,1,536,0
5,31.1,1,0,1,388,0
14,18.6,2,0,2,1055,1
13,26.0,1,0,1,392,0
10,4.5,4,0,1,465,0
6,16.2,1,0,1,1141,0
8,20.0,1,0,1,2784,0
15,30.3,1,0,1,983,0
4,26.8,1,0,1,461,0
19,16.1,2,0,1,1021,0
9,23.2,1,0,2,2507,1
17,32.6,1,0,1,2471,0
2,18.0,3,0,1,256,0
12,16.9,1,0,2,1077,0
10,1.1,1,0,1,919,0
16,17.2,1,0,2,2749,0
21,2.6,1,0,1,799,1
12,18.9,3,0,1,1140,0
5,29.9,3,0,1,196,1
16,-1.2,3,0,3,1989,0
12,32.3,3,0,1,674,0
18,16.7,1,0,1,2581,1
20,19.7,1,0,1,924,0
18,15.0,1,0,1,2404,0
9,2.9,2,0,3,2622,1
2,12.2,3,0,1,472,0
13,41.0,1,0,2,791,0
18,9.0,1,0,1,2665,0
4,4.1,3,0,2,489,0
4,21.4,1,0,1,100,1
19,19.1,3,0,2,630,1
16,16.8,1,0,1,2744,0
20,20.1,1,0,2,1074,0
9,26.4,1,0,1,2841,1
4,14.1,2,0,1,264,0
3,21.9,1,0,2,194,0
5,30.2,1,0,1,572,0
3,10.0,3,0,2,100,1
6,-3.2,2,0,1,951,0
6,26.7,2,0,1,1111,1
17,45.0,1,0,2,2631,1
2,19.9,3,0,1,100,0
0,22.0,1,0,1,352,0
23,17.0,1,0,3,241,0
3,35.9,1,0,1,100,0
5,19.2,1,0,1,207,0
8,18.1,3,0,1,1673,0
21,29.1,1,0,2,868,0
13,15.2,1,0,3,759,1
11,7.2,3,0,3,954,0
19,28.8,2,0,1,1060,0
23,14.1,2,0,1,607,0
3,10.2,1,0,1,115,0
20,41.0,2,0,1,1024,0
23,18.2,1,0,1,100,0
11,24.9,4,0,1,673,1
9,20.3,1,0,2,2420,0
21,11.1,2,0,2,1394,0
6,26.9,1,0,1,1072,1
2,23.1,1,0,3,274,0
22,13.4,1,0,3,1215,0
13,24.3,1,0,1,1134,0
23,14.9,1,0,1,288,0
9,9.0,2,0,1,2635,0
15,7.9,1,0,1,938,0
15,22.7,2,0,1,1597,1
21,16.2,1,0,1,1244,0
9,35.0,1,0,3,2418,0
12,19.6,2,0,1,1151,0
5,12.1,2,0,1,409,0
11,21.6,1,0,1,1056,0
8,7.1,1,0,1,2602,0
12,19.2,2,0,1,837,0
3,23.2,1,0,1,212,0
23,22.0,1,0,3,631,0
10,33.0,2,0,1,1040,0
19,46.0,1,0,2,859,0
17,26.7,1,0,1,2471,0
10,31.8,3,0,1,693,0
20,45.4,2,0,1,1179,0
3,9.9,1,0,2,187,0
17,21.3,1,0,2,2508,0
0,15.2,1,0,1,167,0
6,28.4,3,0,1,1241,0
5,22.7,2,0,1,425,0
14,11.8,1,0,2,1117,0
17,20.1,1,0,1,2639,0
23,30.5,1,0,1,221,0
10,7.0,1,0,1,1304,0
19,12.0,2,0,1,986,1
23,10.5,1,0,2,654,1
14,23.3,1,0,1,935,0
15,32.4,1,0,1,1143,0
6,-0.1,1,0,1,1033,0
20,20.9,1,0,1,1053,0
9,10.8,1,0,1,2165,1
11,30.1,2,0,2,803,0
23,17.6,4,0,1,541,0
13,21.3,3,0,1,542,0
4,20.0,1,0,1,478,0
20,31.2,2,0,2,1519,0
17,40.5,4,0,1,2110,0
4,8.7,1,0,2,725,0
2,10.5,1,0,1,438,1
22,23.2,1,0,2,1052,0
4,11.8,1,0,1,374,1
23,29.3,2,0,1,264,0
16,30.9,1,0,1,2458,0
18,14.5,1,0,3,2394,0
18,12.4,1,0,3,2584,0
20,17.3,1,0,2,1440,0
11,21.0,1,0,2,1284,1
8,23.1,1,0,1,2540,1
0,-2.5,1,0,1,422,0
17,10.3,3,0,3,1982,0
20,16.0,3,0,2,1084,0
3,12.0,3,0,1,100,0
9,-8.6,2,0,1,2886,1
6,1.1,2,0,1,890,0
21,6.9,2,0,1,923,0
22,18.8,2,0,1,755,0
0,15.6,2,0,1,330,0
16,13.7,1,0,1,2363,0
23,28.0,1,0,2,532,0
1,28.0,2,0,2,435,1
10,21.5,1,0,2,861,0
8,21.2,1,0,2,2324,0
6,11.4,1,0,1,871,0
21,12.6,1,0,2,810,0
16,2.9,4,0,1,1944,0
16,17.5,1,0,3,2331,0
1,27.9,1,0,1,533,0
5,33.5,1,0,3,200,1
13,17.6,3,0,1,915,0
5,24.9,1,0,1,416,0
1,-8.6,2,0,1,100,0
0,15.7,3,0,1,382,0
9,15.4,1,0,1,2158,0
20,34.9,1,0,1,833,0
4,23.9,1,0,2,433,0
1,24.9,2,0,1,324,0
21,24.4,2,0,1,931,0
15,20.5,1,0,1,643,0
1,35.3,1,0,1,492,0
9,-3.1,1,0,1,2586,1
1,21.5,2,0,1,128,0
15,31.3,1,0,3,807,0
15,1.1,1,0,1,1205,0
18,28.4,1,0,2,2560,0
6,12.4,2,0,2,727,0
21,21.1,2,0,2,853,0
11,12.2,1,0,1,1391,0
23,29.6,2,0,1,500,1
14,17.1,1,0,1,1000,0
7,28.5,4,0,2,2004,0
5,24.4,1,0,1,100,0
9,12.1,2,0,3,2761,1
2,25.0,1,0,1,209,0
18,13.4,1,0,1,2338,0
16,20.6,2,0,1,2649,0
6,16.9,1,0,1,874,1
20,29.0,1,0,3,635,0
19,25.4,1,0,1,1081,1
3,19.7,1,0,1,100,0
13,13.1,1,0,1,988,0
19,7.3,1,0,1,1063,0
21,21.4,2,0,1,944,0
14,13.7,2,0,1,945,0
23,1.2,1,0,1,610,0
7,6.7,1,0,1,2813,0
20,36.3,3,0,1,616,0
14,13.4,1,0,1,881,0
21,30.8,1,0,1,892,0
19,16.4,2,0,2,993,0
13,32.4,2,0,3,983,0
8,31.7,1,0,2,2843,0
7,11.7,1,0,3,2462,0
16,0.1,1,0,1,2293,0
1,1.0,4,0,1,122,0
23,11.9,1,0,1,374,0
2,38.9,4,0,1,188,0
7,15.9,1,0,1,2562,0
11,21.5,1,0,2,951,0
0,33.0,1,0,1,444,1
9,21.1,2,0,1,2482,0
19,20.8,1,0,1,756,0
2,26.2,1,0,1,230,0
5,22.9,3,0,1,682,0
6,19.0,4,0,2,1047,0
19,12.8,1,0,1,767,1
22,20.8,1,0,3,1355,1
17,30.9,2,0,3,2527,0
10,37.8,2,0,1,902,0
18,22.9,1,0,1,2443,0
4,27.6,3,0,2,251,0
18,22.7,1,0,1,2716,0
10,19.1,2,0,1,1038,0
23,25.1,1,0,3,366,0
11,31.9,1,0,1,1242,0
9,11.1,1,0,1,2420,0
7,5.5,2,0,1,2560,0
23,14.7,4,0,1,327,0
8,22.1,1,0,1,2526,0
3,28.7,1,0,1,399,0
4,10.1,1,0,1,161,0
20,-4.9,3,0,1,995,1
7,14.9,4,0,3,1889,1
22,18.1,2,0,2,1090,0
8,8.4,1,0,1,2542,0
14,12.4,4,0,1,662,0
14,28.7,1,0,1,1324,0
15,20.8,1,0,1,1343,0
13,23.5,1,0,2,815,0
7,16.4,1,0,1,2659,0
17,12.5,3,0,1,1975,0
9,16.4,2,0,1,2365,1
19,25.0,1,0,2,1073,0
5,5.1,1,0,3,466,0
11,36.5,1,0,1,1032,0
1,25.7,1,0,1,227,0
6,14.6,1,0,1,1265,1
15,28.1,1,0,1,1273,1
2,32.2,2,0,1,163,0
12,16.7,3,0,3,818,0
2,17.8,3,0,1,100,0
17,34.9,4,0,2,2167,0
10,41.2,2,0,3,1265,0
7,20.3,1,0,1,2577,0
5,8.4,3,0,1,100,0
0,15.3,1,0,2,623,0
0,30.3,2,0,1,706,0
22,9.7,1,0,1,913,0
7,17.9,3,0,1,2089,0
4,22.9,1,0,1,463,0
15,10.8,1,0,1,1157,0
10,31.0,1,0,1,1009,0
4,26.9,1,0,1,659,0
3,40.1,4,0,1,100,0
5,27.8,1,0,1,100,1
13,10.4,1,0,1,996,0
21,25.3,3,0,1,1148,0
18,29.9,2,0,1,2731,1
8,30.4,1,0,1,2201,0
11,12.2,1,0,2,1568,0
10,11.0,1,0,2,1110,0
13,8.6,3,0,2,569,0
22,36.0,2,0,3,981,0
15,26.2,4,0,1,993,0
0,11.8,1,0,1,550,0
12,21.3,1,0,1,986,0
22,18.8,1,0,3,1104,0
20,10.3,2,0,2,975,0
20,20.4,1,0,1,986,0
12,21.9,1,0,1,1144,0
1,39.3,1,0,1,588,0
3,13.4,1,0,1,100,0
5,2.9,2,0,1,253,0
22,9.5,1,0,3,879,0
4,11.1,1,0,1,100,0
2,15.7,1,0,3,100,0
0,9.5,3,0,1,244,1
3,28.2,1,0,1,100,1
19,8.8,1,0,2,778,0
1,20.2,1,0,1,264,0
4,40.0,1,0,1,104,0
2,25.5,3,0,2,341,1
8,24.5,1,0,2,2404,0
19,38.6,3,0,1,561,0
5,32.5,1,0,1,765,0
17,25.7,3,0,1,1573,1
5,16.9,2,0,3,471,0
18,19.8,1,0,3,2569,0
11,19.3,2,0,1,903,0
10,16.0,1,0,1,818,0
1,22.1,1,0,3,645,0
14,23.5,1,0,1,1424,1
11,7.6,1,0,1,941,0
11,36.3,2,0,1,912,0
8,24.1,1,0,1,2725,0
20,17.4,3,0,1,750,0
23,22.2,1,0,1,416,1
1,29.3,1,0,1,411,1
21,5.3,3,0,3,807,0
2,18.9,2,0,1,333,0
11,8.1,2,0,1,1073,0
15,46.6,2,0,2,782,0
20,21.4,3,0,2,664,1
23,8.2,1,0,1,345,0
0,56.0,2,0,1,209,1
20,14.6,1,0,1,1555,0
2,17.9,1,0,1,326,0
19,18.6,1,0,1,652,0
1,11.5,1,0,1,100,0
8,22.5,1,0,1,2664,0
18,-2.1,3,0,2,2028,0
14,30.9,2,0,1,1288,0
17,8.7,1,0,1,2371,0
10,15.8,1,0,1,975,0
22,27.5,1,0,1,1055,1
15,18.0,1,0,1,968,0
21,18.4,2,0,2,952,0
16,9.9,1,0,2,2645,0
4,41.0,1,0,2,133,0
11,25.3,3,0,1,907,0
10,9.2,2,0,1,1365,1
14,21.8,2,0,1,1331,0
2,8.5,2,0,1,100,0
0,37.2,1,0,2,202,0
19,22.0,1,0,2,1058,0
15,10.2,3,0,2,1055,1
1,27.0,2,0,2,341,1
1,17.2,1,0,3,555,0
2,7.1,1,0,1,166,0
7,23.8,2,0,3,2565,0
23,23.5,1,0,1,370,0
14,31.4,1,0,2,1262,0
6,20.6,1,0,1,1181,0
5,21.1,1,0,1,438,0
8,21.6,1,0,2,2669,0
19,36.0,1,0,1,758,0
0,16.9,2,0,3,265,0
7,24.7,1,0,1,2299,0
22,26.2,1,0,1,869,0
22,23.5,1,0,1,965,0
2,16.5,4,0,1,100,0
3,21.2,1,0,1,272,1
14,19.1,1,0,1,843,0
5,39.6,2,0,1,100,1
14,15.4,1,0,1,1019,0
20,10.9,1,0,1,922,0
2,19.9,1,0,1,368,0
20,19.2,4,0,3,670,1
20,22.0,3,0,1,764,0
13,15.4,3,0,1,1291,0
19,21.1,1,0,1,1124,0
13,21.3,3,0,1,630,0
3,29.1,1,0,1,547,0
11,20.9,2,0,1,1309,0
16,21.0,2,0,1,2619,0
6,25.2,1,0,1,843,0
8,28.7,2,0,1,2706,0
2,10.2,1,0,2,184,1
12,7.5,1,0,1,1270,0
14,37.0,3,0,1,751,0
17,27.0,1,0,1,2444,1
18,17.8,1,0,1,2604,0
0,20.2,1,0,1,582,0
5,16.1,3,0,1,713,0
22,22.1,1,0,1,1005,0
1,10.3,1,0,1,218,0
23,28.4,3,0,1,100,0
13,21.8,1,0,1,703,0
5,22.1,1,0,1,100,0
13,11.1,2,0,1,1047,0
3,25.2,1,0,1,510,0
20,11.3,3,0,1,619,0
7,13.1,1,0,2,2657,1
2,20.9,3,0,2,100,1
18,45.1,3,0,1,1851,1
13,21.7,1,0,3,786,1
19,-5.7,1,0,1,1266,0
16,13.6,4,0,1,2321,1
7,26.8,1,0,1,2354,0
23,8.7,1,0,1,138,0
13,28.3,2,0,1,1124,0
5,21.6,2,0,1,645,0
22,29.9,3,0,1,1122,0
21,14.4,1,0,3,922,0
15,13.6,1,0,1,963,0
18,25.6,3,0,3,1753,1
13,19.9,3,0,1,720,0
18,19.3,2,0,1,2519,0
2,35.7,4,0,1,100,0
9,26.0,2,0,1,2391,0
18,0.1,1,0,1,2544,0
8,28.0,3,0,1,1696,1
19,27.0,1,0,1,1093,0
12,31.8,1,0,1,1204,1
6,10.6,1,0,1,1114,0
13,23.2,2,0,1,900,0
8,21.1,4,0,3,2234,0
22,10.4,1,0,1,1277,0
18,29.5,1,0,2,2563,0
14,17.6,1,0,1,1029,0
19,31.5,3,0,1,676,0
13,12.6,2,0,1,918,0
23,5.4,1,0,1,514,0
5,17.6,2,0,3,669,0
20,22.3,1,0,1,917,0
3,14.7,1,0,3,265,1
7,-10.6,1,0,2,2370,0
16,23.8,3,0,1,1913,0
8,23.8,1,0,1,2248,0
0,26.9,2,0,1,385,1
23,16.2,1,0,1,100,0
19,15.6,1,0,1,890,1
13,34.4,1,0,1,987,0
10,4.2,1,0,1,737,1
20,17.5,1,0,1,845,0
2,21.4,2,0,1,100,1
8,26.1,1,0,2,2719,0
13,21.7,2,0,1,1284,0
8,10.8,1,0,1,2342,0
3,31.7,1,0,1,852,0
3,20.0,1,0,2,113,0
7,3.3,4,0,1,1915,1
1,22.1,1,0,3,398,1
8,24.8,1,0,3,2617,0
13,39.6,3,0,3,736,0
21,24.1,1,0,1,1218,0
8,5.2,3,0,1,2239,0
23,5.5,1,0,3,298,0
22,32.6,2,0,2,969,0
15,12.0,1,0,3,877,0
16,4.5,3,0,1,1791,0
15,30.0,1,0,1,839,0
11,15.2,1,0,1,1108,0
2,29.5,1,0,2,300,0
10,10.9,1,0,2,951,1
13,34.7,2,0,1,885,0
17,28.7,1,0,1,2390,0
20,12.8,1,0,1,990,0
20,3.4,1,0,1,975,1
4,43.1,1,0,1,299,1
15,17.9,1,0,1,911,0
19,12.4,1,0,1,865,0
4,33.9,2,0,1,301,0
2,29.5,4,0,3,369,0
11,31.8,1,0,2,898,0
0,19.0,2,0,2,100,0
20,38.8,1,0,2,726,0
8,6.9,1,0,1,2714,0
8,14.5,1,0,2,2698,0
3,23.9,1,0,3,429,0
2,31.7,1,0,1,402,0
16,26.6,3,0,1,2203,0
1,19.2,3,0,2,171,0
23,15.2,1,0,3,327,0
0,31.7,1,0,1,145,0
7,27.6,4,0,1,1964,0
12,11.3,1,0,3,1379,0
22,11.0,2,0,3,834,0
14,14.5,1,0,1,766,0
7,13.3,1,0,1,2461,0
11,30.3,1,0,1,920,0
21,24.4,3,0,1,853,0
11,25.6,3,0,3,958,0
13,21.9,1,0,1,925,0
14,22.4,3,0,1,1221,1
14,4.2,1,0,3,1246,0
8,27.9,1,0,1,2347,0
18,14.4,2,0,2,2484,0
19,19.7,1,0,1,1105,0
21,15.3,1,0,2,834,0
7,21.5,1,0,3,2087,0
20,25.7,4,0,1,1185,0
18,9.9,3,0,2,1778,0
5,22.5,3,0,3,410,0
19,15.5,1,0,3,1140,0
18,33.2,2,0,1,2336,1
3,8.9,1,0,1,691,0
22,10.0,4,0,1,812,0
6,16.4,1,0,1,1027,0
3,10.7,1,0,1,100,0
21,17.8,1,0,1,577,0
11,14.7,3,0,2,751,0
12,20.9,2,0,1,1259,0
2,30.1,1,0,2,100,0
21,20.7,1,0,2,1029,0
11,21.6,3,0,1,816,0
1,9.4,1,0,1,548,0
23,18.7,3,0,2,443,0
1,15.8,3,0,1,268,0
22,26.8,1,0,1,981,0
8,12.4,1,0,2,2356,0
0,11.4,1,0,1,100,0
7,23.2,1,0,2,2374,0
22,39.8,1,0,3,778,0
5,18.2,2,0,1,278,0
